,Time / s,WE(1).Potential / V,Corrected time / s,Index,WE(1).Current / A
0,0.487261998769782,-0.212066650390625,0.0,1,-0.20013427734375
1,0.497261998744534,-0.24285888671875,0.00999999997475243,2,-0.199981689453125
2,0.507261998719287,-0.271392822265625,0.0199999999495049,3,-0.199981689453125
3,0.517261998694039,-0.300872802734375,0.0299999999242573,4,-0.19989013671875
4,0.527261998668791,-0.334075927734375,0.0399999998990097,5,-0.19989013671875
5,0.537261998643544,-0.376373291015625,0.0499999998737621,6,-0.199920654296875
6,0.547261998618296,-0.439178466796875,0.0599999998485146,7,-0.199920654296875
7,0.557261998593049,-0.5419921875,0.069999999823267,8,-0.1998291015625
8,0.567261998567801,-0.660400390625,0.0799999997980194,9,-0.199798583984375
9,0.577261998542554,-0.7708740234375,0.0899999997727718,10,-0.199798583984375
10,0.587261998517306,-0.8551025390625,0.0999999997475243,11,-0.1998291015625
11,0.597261998492058,-0.91064453125,0.109999999722277,12,-0.199859619140625
12,0.607261998466811,-0.948486328125,0.119999999697029,13,-0.199859619140625
13,0.617261998441563,-0.9747314453125,0.129999999671782,14,-0.199920654296875
14,0.627261998416316,-0.994873046875,0.139999999646534,15,-0.199859619140625
15,0.637261998391068,-1.01104736328125,0.149999999621286,16,-0.19989013671875
16,0.647261998365821,-1.02386474609375,0.159999999596039,17,-0.19989013671875
17,0.657261998340573,-1.0345458984375,0.169999999570791,18,-0.199920654296875
18,0.667261998315325,-1.04248046875,0.179999999545544,19,-0.199920654296875
19,0.677261998290078,-1.05010986328125,0.189999999520296,20,-0.199951171875
20,0.68726199826483,-1.05560302734375,0.199999999495049,21,-0.199951171875
21,0.697261998239583,-1.0595703125,0.209999999469801,22,-0.199920654296875
22,0.707261998214335,-1.0638427734375,0.219999999444553,23,-0.19989013671875
23,0.717261998189088,-1.06658935546875,0.229999999419306,24,-0.199951171875
24,0.72726199816384,-1.06842041015625,0.239999999394058,25,-0.199951171875
25,0.737261998138592,-1.070556640625,0.249999999368811,26,-0.19989013671875
26,0.747261998113345,-1.07269287109375,0.259999999343563,27,-0.199951171875
